0.000000	102.300000	0.000000	-636.500000	-629.125000
0.106407	106.800000	0.375000	-636.125000	-628.750000
0.216047	113.100000	1.125000	-635.375000	-628.000000
0.325493	118.500000	1.750000	-634.750000	-627.375000
0.436082	123.600000	2.375000	-634.125000	-626.750000
0.533474	129.000000	3.000000	-633.500000	-626.125000
0.646040	134.400000	3.625000	-632.875000	-625.500000
0.752867	140.100000	4.375000	-632.125000	-624.750000
0.856725	146.100000	5.000000	-631.500000	-624.125000
0.956677	151.800000	5.625000	-630.875000	-623.500000
1.062197	156.600000	6.187500	-630.250000	-623.000000
1.169837	162.300000	7.000000	-629.500000	-622.125000
1.278540	168.600000	7.562500	-628.875000	-621.625000
1.373918	174.600000	8.250000	-628.250000	-620.875000
1.485294	179.400000	8.812500	-627.625000	-620.375000
1.587862	185.100000	9.562500	-626.875000	-619.625000
1.689699	191.100000	10.250000	-626.250000	-618.875000
1.795247	197.100000	10.937500	-625.500000	-618.250000
1.897514	202.800000	11.500000	-625.000000	-617.625000
1.991703	207.900000	12.125000	-624.375000	-617.000000
2.086971	213.900000	12.812500	-623.625000	-616.375000
2.187920	219.000000	13.375000	-623.125000	-615.750000
2.298700	225.000000	14.062500	-622.375000	-615.125000
2.394746	231.600000	14.687500	-621.750000	-614.500000
2.493402	236.400000	15.437500	-621.125000	-613.625000
2.590966	242.100000	16.000000	-620.500000	-613.125000
2.699640	247.500000	16.562500	-619.875000	-612.625000
2.797655	254.100000	17.187500	-619.250000	-612.000000
2.894539	258.900000	17.875000	-618.625000	-611.250000
3.000848	263.700000	18.437500	-618.000000	-610.750000
3.105203	270.000000	19.062500	-617.375000	-610.125000
3.125558	271.800000	19.312500	-617.125000	-609.875000
3.170436	275.100000	19.625000	-616.875000	-609.500000
3.302990	269.400000	19.562500	-616.875000	-609.625000
3.408396	259.500000	19.437500	-617.000000	-609.750000
3.520902	249.900000	19.187500	-617.250000	-610.000000
3.616338	239.700000	18.937500	-617.500000	-610.250000
3.731541	227.700000	18.562500	-617.875000	-610.625000
3.835119	216.600000	18.312500	-618.125000	-610.875000
3.939984	206.400000	18.187500	-618.250000	-611.000000
4.049449	195.600000	17.812500	-618.625000	-611.375000
4.155784	184.500000	17.562500	-618.875000	-611.625000
4.266663	171.600000	17.187500	-619.250000	-612.000000
4.354954	162.300000	16.875000	-619.500000	-612.375000
4.374091	160.800000	16.937500	-619.500000	-612.250000
4.500903	166.800000	17.000000	-619.375000	-612.250000
4.609489	178.800000	17.375000	-619.000000	-611.875000
4.706511	188.400000	17.562500	-618.875000	-611.625000
4.809826	198.300000	17.812500	-618.625000	-611.375000
4.905868	209.400000	18.125000	-618.375000	-611.000000
5.015819	219.300000	18.312500	-618.125000	-610.875000
5.117116	231.000000	18.625000	-617.750000	-610.625000
5.222343	242.100000	19.000000	-617.500000	-610.125000
5.328593	252.000000	19.187500	-617.250000	-610.000000
5.440053	263.100000	19.562500	-616.875000	-609.625000
5.538979	272.400000	19.812500	-616.625000	-609.375000
5.634921	280.800000	20.250000	-616.250000	-608.875000
5.738597	286.500000	20.812500	-615.625000	-608.375000
5.832470	292.200000	21.437500	-615.000000	-607.750000
5.930385	297.300000	22.125000	-614.375000	-607.000000
6.026317	303.000000	22.687500	-613.750000	-606.500000
6.139128	308.700000	23.437500	-613.000000	-605.750000
6.242397	314.400000	24.000000	-612.500000	-605.125000
6.355020	319.200000	24.562500	-611.875000	-604.625000
6.451830	325.200000	25.062500	-611.375000	-604.125000
6.557973	330.300000	25.750000	-610.750000	-603.375000
6.657690	336.300000	26.437500	-610.000000	-602.750000
6.755817	342.300000	26.937500	-609.500000	-602.250000
6.843481	347.100000	27.562500	-608.875000	-601.625000
6.861599	346.500000	27.562500	-608.875000	-601.625000
6.968720	341.100000	27.625000	-608.875000	-601.500000
7.065845	331.500000	27.437500	-609.000000	-601.750000
7.164865	320.100000	27.187500	-609.250000	-602.000000
7.263220	309.600000	26.937500	-609.500000	-602.250000
7.376412	298.500000	26.750000	-609.625000	-602.500000
7.490747	288.300000	26.562500	-609.875000	-602.625000
7.603199	277.200000	26.187500	-610.250000	-603.000000
7.712730	265.200000	25.937500	-610.500000	-603.250000
7.809112	254.400000	25.687500	-610.750000	-603.500000
7.903953	242.400000	25.312500	-611.125000	-603.875000
7.998058	231.900000	25.187500	-611.250000	-604.000000
8.099247	219.900000	24.750000	-611.625000	-604.500000
